Name,Sex,Age,Height,Colour,Buy_Hour
Nehemiah,M,12,10,Melanesia,15
Agata,F,24,12,Western Asia,19
Kaila,F,20,31,South-eastern Asia,16
Daphne,F,4,41,Latin America and the Caribbean,14
Karil,F,26,1,Eastern Europe,4
Amabelle,F,15,6,Northern Europe,3
Annette,F,24,8,Latin America and the Caribbean,12
Allyce,F,37,25,Southern Asia,11
Guthrie,M,13,3,Central Asia,10
Kennett,M,19,38,Southern Europe,20
Rasla,F,13,18,Northern Europe,4
Cathrin,F,38,7,Sub-Saharan Africa,10
Shaw,M,18,28,Polynesia,0
Halsey,M,32,30,Eastern Asia,13
Georgine,F,30,39,Western Asia,4
Jaquith,F,8,39,Northern America,11
Salli,F,1,32,Southern Asia,11
Christoper,M,33,4,Polynesia,1
Wallache,M,11,19,Northern Africa,27
Dru,M,13,24,Australia and New Zealand,11
Tonya,F,23,5,Sub-Saharan Africa,24
Harland,M,34,20,Western Asia,20
Durant,M,29,22,Sub-Saharan Africa,31
Sterling,M,0,27,Sub-Saharan Africa,2
Waite,M,13,14,Latin America and the Caribbean,-5
Jade,F,25,37,Sub-Saharan Africa,7
Kandace,F,7,34,Micronesia,4
Griz,M,32,41,Sub-Saharan Africa,12
Meta,F,27,38,Sub-Saharan Africa,17
Ed,M,40,5,Sub-Saharan Africa,26
Rudolfo,M,30,11,Australia and New Zealand,13
Merrielle,F,23,38,Eastern Asia,12
Pail,M,37,29,Polynesia,9
Prudi,F,17,12,Latin America and the Caribbean,2
Sophronia,F,42,9,Latin America and the Caribbean,31
Rutter,M,23,29,Melanesia,15
Axel,M,1,7,Latin America and the Caribbean,21
Latrena,F,6,15,Australia and New Zealand,3
Grantley,M,10,18,Northern Europe,25
Gav,M,37,2,Latin America and the Caribbean,13
Allix,F,20,32,South-eastern Asia,5
Cori,F,39,39,Southern Europe,19
Lanna,F,5,18,South-eastern Asia,9
Roxana,F,21,32,Sub-Saharan Africa,14
Sayers,M,42,30,Sub-Saharan Africa,19
Enrica,F,20,32,Sub-Saharan Africa,4
Gregorio,M,22,30,Australia and New Zealand,24
Coop,M,32,33,Southern Europe,9
Ives,M,7,30,Latin America and the Caribbean,8
Sigrid,F,39,37,Northern Europe,13
Rudolph,M,1,21,Latin America and the Caribbean,11
Coletta,F,28,20,Southern Europe,-8
Melly,F,24,13,Western Asia,18
Emmey,F,15,27,Eastern Asia,5
Jud,M,20,12,South-eastern Asia,11
Ardelia,F,26,25,Latin America and the Caribbean,24
Janet,F,37,13,Latin America and the Caribbean,33
Evered,M,14,13,Latin America and the Caribbean,15
Godart,M,18,10,Eastern Europe,15
Mathilde,F,39,2,Latin America and the Caribbean,10
Cristionna,F,28,28,Western Asia,15
Camey,M,9,32,Southern Asia,15
Sib,F,23,34,Sub-Saharan Africa,13
Andrus,M,26,40,Sub-Saharan Africa,21
Allianora,F,18,39,Southern Europe,20
Vladamir,M,34,11,Latin America and the Caribbean,21
Reid,M,29,21,Sub-Saharan Africa,11
Konstantine,M,36,23,Eastern Europe,10
Reggy,M,34,41,Central Asia,16
Dimitri,M,28,36,Eastern Asia,19
Fonsie,M,34,5,Northern America,3
Anne,F,4,10,Latin America and the Caribbean,4
Allayne,M,34,33,Sub-Saharan Africa,9
Stefanie,F,13,35,Western Europe,4
Carny,M,35,21,Western Europe,10
Ramon,M,36,32,Micronesia,16
Tiler,M,20,41,Sub-Saharan Africa,14
Shelton,M,34,35,Sub-Saharan Africa,-1
Rozamond,F,4,38,Latin America and the Caribbean,13
Willamina,F,36,22,Sub-Saharan Africa,1
Brennen,M,24,25,Australia and New Zealand,15
Bar,M,13,40,Latin America and the Caribbean,11
Ruddie,M,10,29,Polynesia,7
Leonardo,M,12,32,Northern Europe,18
Donia,F,21,2,Sub-Saharan Africa,14
Dunn,M,11,22,Western Asia,17
Derwin,M,23,18,Melanesia,19
Dmitri,M,38,17,South-eastern Asia,13
Stephi,F,12,41,Sub-Saharan Africa,17
Ella,F,34,10,Latin America and the Caribbean,4
Dagny,M,33,5,Polynesia,14
Aloysia,F,15,9,Southern Europe,11
Meir,M,17,41,Western Europe,6
Olivia,F,40,19,Sub-Saharan Africa,-2
Pennie,M,9,10,Polynesia,24
Blinnie,F,5,34,Sub-Saharan Africa,19
Ludovika,F,20,31,Sub-Saharan Africa,15
Berne,M,6,1,Northern Europe,-7
Magdalen,F,39,27,Southern Asia,17
Bailey,M,13,21,Sub-Saharan Africa,12
Monte,M,34,13,Melanesia,5
Brana,F,7,32,Northern Europe,6
Erie,M,21,32,Latin America and the Caribbean,22
Reese,M,27,29,Eastern Europe,31
Nichols,M,40,34,Sub-Saharan Africa,4
Conchita,F,5,18,Polynesia,16
Tobias,M,5,35,South-eastern Asia,9
Wilburt,M,4,35,Southern Asia,11
Vladimir,M,19,33,Sub-Saharan Africa,12
Louie,M,29,31,Sub-Saharan Africa,5
Kelsy,F,12,33,Eastern Asia,17
Leonelle,F,20,31,Sub-Saharan Africa,2
Fannie,F,0,20,Latin America and the Caribbean,8
Alisander,M,31,32,Western Europe,14
Cyrus,M,28,19,Northern Europe,19
Gwenni,F,9,29,Micronesia,13
Ardella,F,22,1,Sub-Saharan Africa,24
Nick,M,6,22,Eastern Europe,2
Kenon,M,13,13,Latin America and the Caribbean,12
Griffith,M,12,19,Eastern Europe,1
Andria,F,27,41,South-eastern Asia,12
Aundrea,F,7,38,Latin America and the Caribbean,11
Delila,F,13,30,Northern Europe,10
Zed,M,38,21,Central Asia,12
Meredith,F,22,5,Sub-Saharan Africa,-1
Skyler,M,15,35,Sub-Saharan Africa,20
Cami,F,16,41,Eastern Europe,11
Dione,F,3,38,Central Asia,21
Dalia,F,8,9,Southern Asia,10
Thaddus,M,27,10,Northern America,25
Joyous,F,15,37,Western Europe,13
Bink,M,7,33,Latin America and the Caribbean,25
Keelia,F,32,0,Sub-Saharan Africa,11
Elayne,F,9,35,Latin America and the Caribbean,8
Adriano,M,41,22,Sub-Saharan Africa,14
Fairfax,M,33,36,Latin America and the Caribbean,15
Marsiella,F,19,7,Latin America and the Caribbean,23
Grayce,F,41,12,Central Asia,11
Aile,F,2,2,Northern Africa,21
Juliann,F,27,40,Northern Africa,6
Peyton,M,35,0,Sub-Saharan Africa,6
Townie,M,12,13,Sub-Saharan Africa,12
Annabal,F,34,6,Northern Europe,-2
Cirillo,M,20,35,Sub-Saharan Africa,8
Chelsy,F,27,7,Polynesia,17
Arri,M,13,32,Western Asia,13
John,M,41,13,Western Asia,14
Hart,M,41,35,Latin America and the Caribbean,20
Harmony,F,17,32,Northern Europe,5
Neal,M,15,9,Western Asia,13
Purcell,M,31,14,Western Asia,6
Sandra,F,24,27,Sub-Saharan Africa,26
Drew,M,6,21,Sub-Saharan Africa,18
Giffie,M,25,41,Western Asia,19
Daisey,F,12,1,Southern Asia,21
Malva,F,22,28,Latin America and the Caribbean,-1
Tamma,F,27,36,Sub-Saharan Africa,6
Lucienne,F,26,6,Sub-Saharan Africa,7
Hurley,M,35,40,Melanesia,21
Elwyn,M,14,29,Latin America and the Caribbean,21
Mannie,M,11,11,Australia and New Zealand,8
Loretta,F,31,8,Northern America,20
Inga,F,21,31,South-eastern Asia,4
Rosco,M,5,8,Northern Europe,15
Konstance,F,32,41,Eastern Europe,11
Crystal,F,28,40,Central Asia,14
Akim,M,30,17,Eastern Europe,8
Olav,M,27,29,Latin America and the Caribbean,13
Valene,F,40,6,Northern Europe,9
Roseanne,F,34,39,Latin America and the Caribbean,-2
Tom,M,27,21,Latin America and the Caribbean,13
Gregg,M,27,42,Western Asia,17
Krishnah,M,11,15,Sub-Saharan Africa,10
Livvyy,F,41,11,Sub-Saharan Africa,5
Aluino,M,4,15,Sub-Saharan Africa,11
Dur,M,19,29,Southern Asia,6
Stefania,F,39,17,Eastern Europe,2
Lynnea,F,24,13,Eastern Europe,9
Brittne,F,1,12,Western Europe,2
Clarisse,F,22,1,Eastern Europe,5
Alfons,M,16,17,Central Asia,14
Dani,M,11,32,Latin America and the Caribbean,19
Rance,M,16,35,Western Europe,9
Jade,F,0,38,Sub-Saharan Africa,21
Erin,M,30,3,Sub-Saharan Africa,9
Marlane,F,17,12,Polynesia,18
Dorie,F,42,41,Southern Europe,14
Gaspar,M,38,42,Eastern Europe,6
Nickolaus,M,3,37,Latin America and the Caribbean,5
Ken,M,5,29,Southern Europe,7
Berte,F,8,5,Southern Europe,17
Bernadette,F,31,29,Northern Africa,17
Niccolo,M,26,42,Latin America and the Caribbean,2
Phil,M,33,1,Latin America and the Caribbean,14
Kakalina,F,28,10,Latin America and the Caribbean,17
Mela,F,14,2,Latin America and the Caribbean,26
Con,F,21,37,Polynesia,16
Darrin,M,42,33,Latin America and the Caribbean,11
Olin,M,13,13,Western Asia,13
Meyer,M,18,7,Western Europe,18
Birk,M,13,23,Latin America and the Caribbean,9
Alphonse,M,41,17,Micronesia,4
Brittni,F,19,17,Sub-Saharan Africa,13
Maye,F,31,41,Southern Europe,20
Pryce,M,30,37,Southern Asia,14
Arni,M,42,11,Latin America and the Caribbean,3
Olivero,M,42,21,Sub-Saharan Africa,22
Roze,F,6,10,Latin America and the Caribbean,12
Gerianna,F,16,29,Latin America and the Caribbean,23
Dorelle,F,21,16,Latin America and the Caribbean,9
Kelwin,M,24,41,Eastern Europe,12
Ber,M,14,35,Northern Africa,8
Hettie,F,41,10,Southern Europe,22
Durant,M,35,15,Micronesia,14
Gerty,F,27,20,Latin America and the Caribbean,5
Peria,F,5,23,Southern Europe,8
Davidde,M,26,29,Northern America,9
Emery,M,3,39,Western Asia,5
Rip,M,24,4,Eastern Asia,20
Sasha,F,27,38,Sub-Saharan Africa,8
Ernie,M,6,4,Latin America and the Caribbean,13
Wallace,M,6,1,Eastern Asia,31
Newton,M,31,27,Latin America and the Caribbean,15
Muriel,F,23,8,Eastern Europe,19
Gerda,F,8,31,Southern Europe,15
Maximilianus,M,3,17,Western Asia,18
Sol,M,33,29,Sub-Saharan Africa,-2
Daron,F,39,10,Micronesia,6
Coletta,F,32,37,Sub-Saharan Africa,9
Agosto,M,38,7,Latin America and the Caribbean,10
Rudyard,M,40,12,Eastern Europe,12
Tracey,F,19,10,Polynesia,29
Ezequiel,M,27,8,Micronesia,16
Isidoro,M,19,13,Northern Europe,12
Dalila,F,21,26,Melanesia,8
Omar,M,38,15,Latin America and the Caribbean,10
Marianne,F,20,39,Northern Africa,7
Nappie,M,13,25,Sub-Saharan Africa,16
Leonelle,F,22,32,Western Europe,-6
Leland,M,5,26,Eastern Asia,9
Madelin,F,31,25,Latin America and the Caribbean,-4
Khalil,M,15,10,Sub-Saharan Africa,15
Nev,M,22,29,Northern America,15
Darlleen,F,38,34,Latin America and the Caribbean,12
Barclay,M,19,8,Latin America and the Caribbean,19
Darrelle,F,40,30,Latin America and the Caribbean,20
Allina,F,18,34,Sub-Saharan Africa,15
Dougy,M,38,35,Latin America and the Caribbean,21
Webster,M,23,3,Western Asia,7
Carleton,M,37,28,Eastern Europe,10
Nealon,M,35,29,Sub-Saharan Africa,18
Rubetta,F,29,32,Central Asia,5
Leela,F,27,28,Sub-Saharan Africa,-1
Lorita,F,25,9,Latin America and the Caribbean,-2
Monica,F,13,30,Eastern Asia,33
Aubree,F,15,22,Northern Africa,15
Lacie,F,15,16,Western Asia,19
Jeffy,M,25,36,Sub-Saharan Africa,5
Jillane,F,15,10,Latin America and the Caribbean,4
Vic,M,39,25,Northern Africa,16
Desmond,M,2,20,Southern Asia,8
Ashly,F,13,40,Sub-Saharan Africa,20
Ricki,F,17,8,Northern America,12
Tracey,M,13,17,Latin America and the Caribbean,4
Ashlin,M,31,10,Latin America and the Caribbean,22
Cally,F,24,9,Southern Asia,13
Mayor,M,28,20,Latin America and the Caribbean,3
Malissia,F,38,30,Latin America and the Caribbean,15
Edouard,M,10,29,Central Asia,17
Frederich,M,2,36,Polynesia,0
Xylina,F,30,5,South-eastern Asia,15
Diana,F,42,22,Latin America and the Caribbean,14
Everett,M,31,19,Western Asia,13
Consolata,F,25,26,Northern Africa,11
Belita,F,16,31,Sub-Saharan Africa,14
Julie,F,19,4,Southern Europe,6
Nicholas,M,5,24,Southern Asia,16
Clarisse,F,4,32,Sub-Saharan Africa,15
Ryun,M,12,2,Northern Africa,9
Guido,M,32,27,Micronesia,9
Ricky,M,25,21,Sub-Saharan Africa,16
Ad,M,14,40,Southern Asia,19
Laurette,F,29,7,South-eastern Asia,5
Ham,M,33,17,South-eastern Asia,18
Cullan,M,9,4,Eastern Europe,25
Trudy,F,3,21,Latin America and the Caribbean,13
Kenna,F,11,17,Sub-Saharan Africa,6
Milty,M,24,29,Polynesia,13
Efren,M,32,34,Southern Europe,8
Ximenes,M,20,2,Western Asia,17
Wren,F,19,17,Melanesia,22
Katti,F,13,16,Sub-Saharan Africa,13
Toby,M,17,5,Latin America and the Caribbean,4
Donella,F,25,17,Latin America and the Caribbean,13
Marlyn,F,20,7,Sub-Saharan Africa,19
Loise,F,31,34,Southern Europe,2
Ernest,M,37,6,Latin America and the Caribbean,11
Carma,F,33,22,Sub-Saharan Africa,7
Ilario,M,3,3,Western Europe,2
Helga,F,7,23,Australia and New Zealand,15
Christophorus,M,35,28,Sub-Saharan Africa,17
Marthe,F,11,10,Sub-Saharan Africa,7
Egon,M,4,9,Australia and New Zealand,13
Latrina,F,15,15,Southern Europe,10
Myrilla,F,15,23,Australia and New Zealand,20
Cori,F,13,21,Latin America and the Caribbean,18
Eadmund,M,5,11,Sub-Saharan Africa,16
Ernesta,F,10,20,Latin America and the Caribbean,16
Hilary,F,39,10,Latin America and the Caribbean,19
Joaquin,M,14,25,Sub-Saharan Africa,12
Dominique,M,31,1,South-eastern Asia,23
Lou,F,39,26,Polynesia,14
Arin,M,18,4,Sub-Saharan Africa,23
Vonny,F,29,27,Southern Asia,16
Kristopher,M,24,20,Sub-Saharan Africa,22
Wilton,M,24,28,Eastern Asia,17
Waverley,M,23,10,Latin America and the Caribbean,20
Rouvin,M,12,18,Central Asia,14
Isahella,F,19,41,Australia and New Zealand,2
Goran,M,1,17,Western Asia,16
Cora,F,2,2,South-eastern Asia,2
Leo,M,4,41,Latin America and the Caribbean,1
Steffi,F,11,36,Australia and New Zealand,10
Elwira,F,6,23,Latin America and the Caribbean,25
Randie,M,5,40,Sub-Saharan Africa,8
Payton,M,22,17,Sub-Saharan Africa,11
Herbie,M,31,32,Latin America and the Caribbean,12
Haroun,M,35,34,Latin America and the Caribbean,-1
Cleavland,M,37,8,Polynesia,11
Iosep,M,12,8,Central Asia,28
Adella,F,17,18,Sub-Saharan Africa,18
Dukey,M,6,21,Latin America and the Caribbean,21
Lucais,M,10,3,Sub-Saharan Africa,16
Nanni,F,34,4,Western Europe,13
Thornton,M,29,35,Latin America and the Caribbean,10
Kenon,M,1,40,Latin America and the Caribbean,4
Helsa,F,19,33,Northern Africa,12
Maryanna,F,38,16,Northern America,13
Erinna,F,21,29,Sub-Saharan Africa,17
Bebe,F,41,8,Latin America and the Caribbean,15
Elsie,F,38,4,South-eastern Asia,2
Emmey,F,32,36,Sub-Saharan Africa,0
Dylan,M,13,11,Micronesia,12
Kaine,M,9,0,Latin America and the Caribbean,15
Amata,F,16,40,Southern Europe,14
Amby,M,12,11,Western Europe,27
Leanna,F,20,21,Eastern Europe,26
Kial,F,28,30,Latin America and the Caribbean,10
Carroll,M,41,17,Sub-Saharan Africa,14
Kayley,F,27,1,Sub-Saharan Africa,9
Emery,M,32,0,Northern America,18
Jareb,M,20,12,Latin America and the Caribbean,18
Guglielma,F,18,20,Sub-Saharan Africa,17
Florian,M,41,35,Eastern Europe,22
Austen,M,2,24,Northern Africa,12
Jessica,F,22,40,Sub-Saharan Africa,3
Claudell,M,1,14,Southern Asia,9
Barnebas,M,7,8,Western Asia,9
Quentin,M,29,18,Micronesia,16
Arman,M,28,24,Eastern Asia,21
Karol,F,2,18,Sub-Saharan Africa,16
Ollie,F,34,31,Eastern Europe,28
Stefania,F,19,38,Sub-Saharan Africa,18
Carrol,M,20,25,Sub-Saharan Africa,13
Calvin,M,28,34,South-eastern Asia,24
Nicky,F,39,19,Northern Europe,3
Aime,F,11,21,Sub-Saharan Africa,15
Dick,M,6,19,Northern Europe,16
Osborn,M,29,10,Sub-Saharan Africa,25
Lenee,F,34,7,Latin America and the Caribbean,14
Tobye,F,8,28,Australia and New Zealand,16
Staci,F,42,39,Southern Europe,10
Elie,F,40,25,Latin America and the Caribbean,19
Brook,F,12,19,Northern Europe,9
Arnold,M,13,41,Latin America and the Caribbean,5
Cullin,M,1,33,Western Asia,12
Lainey,F,13,6,Latin America and the Caribbean,13
Lammond,M,24,35,Western Asia,13
Jeanine,F,1,16,Western Asia,9
Korey,M,0,23,Latin America and the Caribbean,15
Shadow,M,18,21,Latin America and the Caribbean,19
Karney,M,37,18,Latin America and the Caribbean,13
Thaddeus,M,27,33,Sub-Saharan Africa,24
Leena,F,31,17,Sub-Saharan Africa,2
Brynn,F,28,0,Sub-Saharan Africa,7
Niels,M,39,23,Sub-Saharan Africa,7
Britt,F,17,29,Latin America and the Caribbean,11
Andrea,M,41,21,Western Europe,2
Eleonore,F,18,2,Polynesia,8
Gerardo,M,28,3,Latin America and the Caribbean,23
Aluin,M,23,14,Southern Asia,13
Theodore,M,30,31,Sub-Saharan Africa,24
Patric,M,34,23,Southern Asia,19
Cathrine,F,13,13,Southern Asia,9
Cesya,F,14,12,Latin America and the Caribbean,19
Mimi,F,31,38,Southern Europe,20
Celia,F,16,27,Sub-Saharan Africa,15
Jozef,M,23,1,Latin America and the Caribbean,17
Frederic,M,25,4,Western Asia,4
Conan,M,17,40,Northern America,19
Bondon,M,1,14,Latin America and the Caribbean,14
Claresta,F,19,4,Southern Asia,15
Alister,M,0,5,Latin America and the Caribbean,3
Ketti,F,27,3,Sub-Saharan Africa,11
Reeva,F,6,4,Western Asia,14
Jewel,F,30,42,Sub-Saharan Africa,11
Arleyne,F,23,40,Latin America and the Caribbean,10
Mildrid,F,18,17,Sub-Saharan Africa,-2
Stearne,M,3,18,Australia and New Zealand,12
Arman,M,33,38,Sub-Saharan Africa,13
Maynord,M,10,14,Northern Africa,1
Gretchen,F,8,12,Northern Africa,13
Thorpe,M,36,14,Latin America and the Caribbean,18
Bartholomeus,M,14,33,South-eastern Asia,18
Walther,M,29,0,Latin America and the Caribbean,1
Charmaine,F,31,14,Southern Europe,14
Justinn,F,41,19,Western Asia,17
Tabbi,F,14,19,Northern Africa,12
Demetre,M,22,42,Polynesia,11
Beryl,F,9,23,Central Asia,16
Cornie,M,18,1,Latin America and the Caribbean,0
Murdock,M,26,34,Sub-Saharan Africa,15
Jo ann,F,40,5,Western Asia,5
Lew,M,29,15,Latin America and the Caribbean,2
Serena,F,9,34,Southern Europe,15
Stacie,F,19,30,Sub-Saharan Africa,22
Margaretha,F,3,4,South-eastern Asia,9
Burt,M,1,17,Sub-Saharan Africa,26
Felix,M,38,20,Northern Europe,8
Hansiain,M,36,4,Sub-Saharan Africa,13
Waylen,M,41,20,Latin America and the Caribbean,11
Valeda,F,0,30,Eastern Asia,1
Pauline,F,15,1,Polynesia,22
Charles,M,24,32,Sub-Saharan Africa,3
Dyana,F,29,38,Southern Asia,-1
Ivan,M,1,23,Sub-Saharan Africa,23
Calli,F,34,36,Eastern Europe,26
Cristine,F,11,35,Latin America and the Caribbean,23
Raine,F,25,28,Sub-Saharan Africa,8
Celeste,F,9,14,Micronesia,16
Jeannine,F,36,39,Latin America and the Caribbean,14
Heidi,F,21,16,Micronesia,7
Helen-elizabeth,F,41,7,Melanesia,-1
Dino,M,22,21,Australia and New Zealand,9
Oswell,M,26,6,Western Asia,16
Kendrick,M,32,26,Eastern Asia,8
Margalit,F,39,16,Latin America and the Caribbean,15
Didi,F,37,19,Sub-Saharan Africa,9
Martin,M,17,6,Western Asia,12
Linn,F,15,41,Latin America and the Caribbean,4
Celia,F,5,37,Southern Europe,-4
Andrej,M,25,4,Northern Europe,17
Juliet,F,11,9,Micronesia,6
Barton,M,5,34,Sub-Saharan Africa,2
Annalise,F,12,32,Southern Europe,12
Skipper,M,17,10,Southern Europe,16
Morgen,M,14,15,Western Europe,17
Danie,M,8,16,Western Asia,16
Paola,F,14,14,Southern Europe,20
Kaspar,M,1,42,Latin America and the Caribbean,-4
Mandy,F,34,6,Micronesia,19
Igor,M,12,36,Latin America and the Caribbean,13
Amory,M,18,13,Eastern Europe,27
Ransell,M,40,41,Northern Africa,19
Westbrook,M,26,12,Latin America and the Caribbean,15
Jamey,M,38,26,Northern Europe,5
Brandon,M,17,28,Sub-Saharan Africa,15
Ezri,M,3,16,Sub-Saharan Africa,3
Stafford,M,38,11,Central Asia,9
Vally,F,19,39,Polynesia,10
Rutter,M,11,13,Sub-Saharan Africa,25
Virgil,M,38,14,Sub-Saharan Africa,7
Karilynn,F,22,6,Central Asia,25
Quintilla,F,40,29,Sub-Saharan Africa,16
Alexei,M,10,39,Southern Asia,20
Jesus,M,28,2,Sub-Saharan Africa,12
Pepi,F,29,8,Latin America and the Caribbean,6
Birgitta,F,15,41,Australia and New Zealand,8
Fanechka,F,42,20,Micronesia,4
Teena,F,9,25,South-eastern Asia,14
Keelby,M,26,10,Northern Africa,10
Carlyle,M,23,24,Eastern Asia,16
Raff,M,23,11,Central Asia,26
Antonius,M,29,36,Sub-Saharan Africa,-3
Charissa,F,19,30,Northern Africa,20
Belva,F,22,2,Australia and New Zealand,7
Aldus,M,6,8,Latin America and the Caribbean,10
Nellie,F,35,39,Polynesia,19
Barrie,M,42,41,Latin America and the Caribbean,18
Elspeth,F,37,0,Southern Europe,18
Godwin,M,30,18,South-eastern Asia,8
Elsi,F,13,28,Latin America and the Caribbean,21
Tyson,M,15,29,Sub-Saharan Africa,10
Bird,F,12,37,Northern Europe,6
Eleonora,F,32,15,Sub-Saharan Africa,14
Chane,M,12,23,Northern Europe,18
Pepe,M,13,15,Sub-Saharan Africa,3
Ari,M,7,11,Sub-Saharan Africa,9
Patricia,F,20,13,Southern Europe,9
Giulio,M,9,20,Southern Europe,22
Yorke,M,2,27,Sub-Saharan Africa,11
Jere,M,3,4,Sub-Saharan Africa,28
Florie,F,7,39,Northern Africa,10
Camile,F,12,23,Sub-Saharan Africa,10
Haleigh,M,18,22,Southern Europe,13
Sabine,F,33,32,Latin America and the Caribbean,1
Solly,M,42,23,South-eastern Asia,8
Scotti,M,29,20,Sub-Saharan Africa,9
Shannon,F,5,24,Sub-Saharan Africa,16
Pippo,M,32,14,Latin America and the Caribbean,2
Albertina,F,34,8,Eastern Europe,20
Leroy,M,4,40,Southern Europe,14
Una,F,36,23,Northern Europe,-1
Kendrick,M,19,39,Eastern Europe,20
Dusty,F,4,17,Melanesia,9
Beverley,F,26,23,Latin America and the Caribbean,12
Filippa,F,17,26,Latin America and the Caribbean,20
Rickie,F,39,11,Melanesia,19
Townsend,M,28,31,Melanesia,13
Charlean,F,37,40,Eastern Asia,11
Hebert,M,4,28,Northern Europe,14
Devlin,M,17,29,Australia and New Zealand,20
Fonsie,M,18,4,Western Europe,3
Gardner,M,38,38,Sub-Saharan Africa,20
Ketti,F,10,34,Sub-Saharan Africa,9
Rebecca,F,5,11,Sub-Saharan Africa,3
Brewer,M,35,38,Latin America and the Caribbean,7
Northrup,M,31,8,Western Asia,19
Doyle,M,24,40,Sub-Saharan Africa,19
Kerwinn,M,12,32,Latin America and the Caribbean,28
Margaret,F,31,34,Western Asia,13
Elspeth,F,4,27,Eastern Europe,11
Jamey,M,41,8,Sub-Saharan Africa,17
Salvador,M,22,27,Western Europe,18
Bobina,F,10,1,Western Europe,11
Gwyn,F,5,38,Sub-Saharan Africa,2
Gustav,M,17,10,Melanesia,18
Guy,M,26,9,Latin America and the Caribbean,23
Welsh,M,23,12,Southern Europe,10
Terrel,M,2,4,Western Europe,7
Stanly,M,15,3,South-eastern Asia,16
Sergei,M,30,42,Latin America and the Caribbean,12
Ira,M,11,33,Latin America and the Caribbean,-1
Gilli,F,7,8,Central Asia,5
Bendicty,M,23,31,Eastern Asia,28
Gaspar,M,1,27,Latin America and the Caribbean,16
Rolf,M,6,16,Western Asia,4
Ethan,M,23,3,Eastern Asia,6
Rafaellle,M,27,7,Sub-Saharan Africa,-1
Sampson,M,24,31,Northern Africa,17
Bengt,M,33,16,Northern Africa,3
Alene,F,38,33,South-eastern Asia,13
Harriet,F,13,4,Central Asia,9
Emmi,F,8,3,Latin America and the Caribbean,11
Katusha,F,10,6,Sub-Saharan Africa,14
Dorette,F,28,25,Sub-Saharan Africa,5
Ailbert,M,27,26,Northern Europe,22
Lucio,M,27,27,Latin America and the Caribbean,29
Raynor,M,6,16,Sub-Saharan Africa,14
Gardy,M,31,0,South-eastern Asia,-1
Carmelita,F,8,35,Latin America and the Caribbean,7
Allan,M,35,13,Micronesia,7
Dev,M,19,11,Southern Asia,9
Valencia,F,26,4,Sub-Saharan Africa,24
Yurik,M,25,16,Latin America and the Caribbean,17
Leigh,F,2,5,Polynesia,12
Abbie,M,38,11,Northern Africa,17
Cameron,M,25,25,Northern Africa,15
Shep,M,10,13,Australia and New Zealand,10
Fifine,F,31,17,Northern Europe,6
Pattie,M,28,21,Southern Asia,10
Tobit,M,25,9,Southern Europe,20
Brice,M,32,18,Sub-Saharan Africa,8
Thor,M,27,11,Latin America and the Caribbean,22
Rodge,M,31,19,Latin America and the Caribbean,11
Jessie,F,15,41,Latin America and the Caribbean,16
Fitz,M,2,31,Sub-Saharan Africa,16
Ted,F,33,25,Latin America and the Caribbean,14
Nicolai,M,31,2,Southern Europe,10
Iona,F,27,32,Southern Europe,5
Kenny,M,19,13,Southern Europe,10
Tracie,F,42,41,Sub-Saharan Africa,9
Shelagh,F,21,0,Sub-Saharan Africa,10
Babs,F,1,17,Latin America and the Caribbean,16
Shepard,M,35,1,Latin America and the Caribbean,8
Wenda,F,2,27,Sub-Saharan Africa,16
Dun,M,9,11,Latin America and the Caribbean,3
Augie,M,13,20,Latin America and the Caribbean,2
Lindsay,M,24,27,Northern Africa,2
Jocko,M,23,24,Northern America,10
Katherine,F,25,27,Latin America and the Caribbean,4
Ignazio,M,35,19,Sub-Saharan Africa,20
Goober,M,30,3,Latin America and the Caribbean,7
Jeffie,M,31,30,Northern Africa,15
Natalie,F,32,24,Latin America and the Caribbean,14
Rebe,F,20,6,Sub-Saharan Africa,22
Winthrop,M,38,15,Latin America and the Caribbean,8
Ody,M,30,7,Eastern Europe,13
Godard,M,1,14,Western Europe,15
Carly,M,14,8,Micronesia,15
Giffie,M,16,10,Eastern Asia,31
Ashli,F,14,16,Eastern Europe,21
Che,M,24,39,Eastern Asia,3
Benny,M,38,3,Western Europe,9
Hal,M,14,13,Southern Asia,7
Guido,M,20,8,Sub-Saharan Africa,14
Fina,F,36,18,Northern Europe,8
Leigh,F,30,13,Northern America,19
Flemming,M,21,39,Southern Europe,9
Wileen,F,16,22,Sub-Saharan Africa,6
Carl,M,29,7,Latin America and the Caribbean,11
Giorgio,M,9,10,Sub-Saharan Africa,21
Tiffy,F,8,18,South-eastern Asia,13
Ammamaria,F,8,7,Micronesia,6
Oliviero,M,24,7,Sub-Saharan Africa,14
Eadith,F,13,25,Latin America and the Caribbean,4
Dalt,M,5,26,Latin America and the Caribbean,-4
Vite,M,6,24,Northern Europe,10
Abbie,M,17,25,Northern Europe,16
Karel,F,2,25,Western Asia,7
Lexy,F,30,15,Sub-Saharan Africa,6
Sergeant,M,39,26,Southern Europe,14
Frederic,M,19,29,Latin America and the Caribbean,12
Lothaire,M,7,29,Southern Asia,35
Randa,F,40,20,Southern Asia,11
Torey,F,5,3,Australia and New Zealand,15
Granger,M,34,21,South-eastern Asia,11
Boote,M,41,23,Latin America and the Caribbean,19
